ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,SpectralCentroid,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-53.60734127747662,-54.14469914149407,14.362751066456973,10.465398878413595,0.0005805515239477503,0.016666666666666666,7.38816950161485E-05,0.01939888727624577,0.05834778812229344,0.025270117722947908,0.430039658333166,0.007729580367410782,0.6158158994634839,0.6921031612558075,0.9987378073824577,0.048472877537258374,3,4,0.9739622329406604,1.4777853063595006,0,G10_Coata_20151017_003000Z,0,60,0
