ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,SpectralCentroid,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-54.65747841449308,-54.28149974614852,14.12988355723116,9.05277201141338,0.0012578616352201257,0.03333333333333333,0.00107853487721463,0.037618529269472664,0.07046621119331659,0.02231898080954685,0.41375003928532084,0.009859343749244132,0.18167157546915358,0.2677200940933583,0.9887239587357395,0.6562935241860746,3,10,0.9635951016007438,1.9783176846384667,0,G10_Coata_20151017_001500Z,0,60,0
