ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,SpectralCentroid,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-53.40432390181096,-54.01306169049777,7.566820034753029,6.637777741975187,0.0004837929366231253,0,0.0010494751777224498,0.02467948717948718,0.053597177481208756,0.021399774229962906,0.43190967476097647,0.006788968023313191,0.6004561963872599,0.6447709332767094,0.9944928797504929,0.08918494216831785,0,0,0.9720566829448651,1.5535766140741458,0,G10_Coata_20151017_003500Z,0,60,0
