ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-48.1465229725924,-48.5401737515752,14.2869146345808,9.37151215070212,0.0003870343492985,0,0.0515505563618771,0.0916138624376084,0.0166263505886147,0.426598359375467,0.00907122129423366,0.460620715498868,0.551455131752912,0.750314399171373,0.306778608764807,0,0,0.992635097657532,2.43780853741167,0,G2_185_358_A-2015-10-25_00-55,0,60,0
