ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-56.9477810758705,-57.4602800063899,9.01998008680058,7.03056152603027,0.00822447992259313,0.4,0.0144835510401548,0.0898368083825976,0.0204321883567167,0.420974660969434,0.0142211090168404,0.590296000233971,0.661978422632359,0.973986726582675,0.107072934696793,4,20,0.951026644944649,1.66837673022941,0,G4_Aline-2015-07-11_00-10,0,60,0
