"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128"
"ale_spectro_wide$CVR_index",0.0958666538202139,0.0703343289334233,0.0420079005684555,0.0067443877059447,0.00626264572694865,0.00366123904036998,0.00269775508237788,0.00501011658155892,0.00838231043453127,0.0123325946622989,0.0158974853068696,0.0220637826380191,0.0267848540321804,0.0280373831775701,0.0301570478851527,0.0273629444069756,0.022930918200212,0.0196550727430388,0.0181134984102515,0.0185952403892475,0.0168609692648617,0.0187879371808459,0.0204258599094325,0.0230272665960112,0.0257250216783891,0.0273629444069756,0.0271702476153772,0.0264958088447827,0.0239907505540033,0.0223528278254167,0.0217747374506214,0.021582040659023,0.0191733307640428,0.0176317564312554,0.0177281048270546,0.017439059639657,0.0171500144522594,0.0190769823682436,0.0187879371808459,0.0165719240774641,0.0152230465362752,0.0134887754118894,0.0120435494749012,0.0121398978707005,0.0128143366412949,0.0117545042875036,0.0105019751421139,0.0102129299547163,0.00828596203873205,0.00847865883033047,0.00886405241352732,0.00867135562192889,0.0077078716639368,0.00867135562192889,0.00799691685133442,0.00712978128914154,0.00606994893535023,0.00558820695635418,0.0048174197899605,0.0048174197899605,0.00520281337315734,0.00587725214375181,0.00501011658155892,0.00491376818575971,0.00520281337315734,0.00510646497735813,0.00395028422776761,0.00414298101936603,0.00462472299836208,0.00443202620676366,0.00452837460256287,0.0038539358319684,0.00433567781096445,0.0048174197899605,0.00558820695635418,0.00549185856055497,0.00616629733114944,0.00558820695635418,0.00529916176895655,0.00558820695635418,0.00510646497735813,0.00529916176895655,0.00414298101936603,0.00308314866557472,0.00308314866557472,0.00260140668657867,0.00211966470758262,0.00183061952018499,0.00240870989498025,0.00260140668657867,0.0038539358319684,0.00366123904036998,0.00414298101936603,0.00520281337315734,0.00462472299836208,0.0057809037479526,0.00664803931014549,0.00693708449754312,0.00520281337315734,0.00549185856055497,0.00520281337315734,0.00452837460256287,0.0038539358319684,0.00346854224877156,0.00346854224877156,0.00308314866557472,0.00308314866557472,0.00250505829077946,0.0019269679159842,0.00202331631178341,0.00269775508237788,0.00250505829077946,0.00240870989498025,0.00279410347817709,0.00375758743616919,0.00520281337315734,0.00462472299836208,0.00414298101936603,0.00462472299836208,0.00404663262356682,0.00327584545717314,0.00452837460256287,0.00221601310338183,0.00115618074959052,0.00202331631178341,0.00202331631178341,0.00163792272858657,0.00202331631178341
