ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-57.5159972989631,-58.3643477281556,21.0423112795645,7.60839712509277,0.00928882438316401,0.35,0.0168009192065796,0.0882815910887701,0.0171423963876794,0.425483314842769,0.0193940758907589,0.394142595291687,0.479907821995247,0.982815397049253,0.869718907094952,3,22,0.927698289219528,1.69664117703998,0,G4_Aline-2015-07-11_00-50,0,60,0
