ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,SpectralCentroid,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-53.61568793574351,-54.14469914149407,23.168185252298784,9.557202991191906,0.0006773101112723754,0.016666666666666666,0.004385435357100614,0.029719400096758587,0.05376945496595748,0.02181906144170295,0.4316041331886429,0.015233215829885904,0.22969899438901498,0.2185564145973905,0.9805625847390482,0.09785374449102602,2,2,0.9666221777074558,1.6233665666440809,0,G10_Coata_20151017_004000Z,0,60,0
