ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-55.3444028066526,-57.1336616037774,21.0272752831797,8.51314848267458,0.064247701983551,2.30833333333333,0.0137046444121916,0.0923902911017499,0.0632156103854217,0.424361848962706,0.0551946327315185,0.612977439145317,0.705445712979764,0.966268991284255,0.126200138801649,3,16,0.947980954828515,1.67892749975801,0,G4_Aline-2015-07-11_00-15,0,60,0
