ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-48.4329898616152,-48.3839088753222,16.2769861643696,10.126566140601,0.0110304789550073,0.166666666666667,0.0441182873730044,0.105556538874532,0.0176100628930818,0.431660746886604,0.0333627912234913,0.443762153695596,0.513311664689232,0.698303987637789,0.306834784434774,3,8,0.991782283835923,2.40073564998548,0,G2_185_358_A-2015-10-25_00-30,0,60,0
