ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,SpectralCentroid,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-53.78227164497183,-54.14469914149407,5.63406774744805,0,0,0,0.00014992489143270484,0.03143928398645379,0.060410398008189085,0.012143202709240445,0.4294942661079065,0.006474117271921043,0.5621541633757836,0.6738720646544122,0.9979869314252751,0.08054434992294535,0,0,0.9709905547425669,1.6905430258445455,0,G10_Coata_20151017_002500Z,0,60,0
