ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,SpectralCentroid,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-53.30945743356375,-53.61306169049777,20.341720082259116,8.227624205535223,0.0013546202225447508,0.05,0.002092143683004,0.030341074020319308,0.050913896657108805,0.008643767134333171,0.42361821822962203,0.011158290210780297,0.38908198456978316,0.4180803190209059,0.9745136552994824,0.2964199657466191,5,6,0.9721211243472084,1.5889071725873585,0,G10_Coata_20151017_000000Z,0,60,0
