Index,c000000,c000001,c000002,c000003,c000004,c000005,c000006,c000007,c000008,c000009,c000010,c000011,c000012,c000013,c000014,c000015,c000016,c000017,c000018,c000019,c000020,c000021,c000022,c000023,c000024,c000025,c000026,c000027,c000028,c000029,c000030,c000031,c000032,c000033,c000034,c000035,c000036,c000037,c000038,c000039,c000040,c000041,c000042,c000043,c000044,c000045,c000046,c000047,c000048,c000049,c000050,c000051,c000052,c000053,c000054,c000055,c000056,c000057,c000058,c000059,c000060,c000061,c000062,c000063,c000064,c000065,c000066,c000067,c000068,c000069,c000070,c000071,c000072,c000073,c000074,c000075,c000076,c000077,c000078,c000079,c000080,c000081,c000082,c000083,c000084,c000085,c000086,c000087,c000088,c000089,c000090,c000091,c000092,c000093,c000094,c000095,c000096,c000097,c000098,c000099,c000100,c000101,c000102,c000103,c000104,c000105,c000106,c000107,c000108,c000109,c000110,c000111,c000112,c000113,c000114,c000115,c000116,c000117,c000118,c000119,c000120,c000121,c000122,c000123,c000124,c000125,c000126,c000127
0,0.4878147185792478,0.5647325201119899,0.5923339459696619,0.5310650063079099,0.3962798809667821,0.29833048474851986,0.21419353567206056,0.15148889295952028,0.1105946560420543,0.3144028776315862,0.7500242323519146,1.2900301827915241,1.7951894912925574,2.174706794940285,2.3152716888842964,2.3558432432009297,2.2024451457290266,1.7844882207375368,1.2827542241056646,0.8347870761969256,0.4729845873258706,0.3249264925011783,0.33868185186634026,0.4293908750705915,0.5732328385187117,0.6949814391793059,0.7485647871112623,0.7808743207146356,0.8361564922230638,0.850113021354813,0.8394348323850719,0.8474591000078807,0.8873059414407047,0.8771685076240971,0.7924188848678481,0.7374198171808914,0.6856156738047963,0.6514614769346248,0.654962643569676,0.7455062213490122,0.8257943085093086,0.7762529171277005,0.801551170304338,0.8970320149394347,0.9592322020818823,0.994273755070808,1.0449416686949438,1.1098418322281647,1.077329221270509,1.004832690776501,0.900127502117623,0.7827581926191254,0.7164272937271894,0.8145289117173826,1.0425019394223458,1.2965783569027298,1.5027041930257832,1.589547806115254,1.639460174110771,1.6224702779622084,1.4617614222372384,1.2479019517561833,1.0321136300488545,0.9638215855262064,0.777817495744869,0.6456229690192651,0.5694785797930939,0.5293328569136337,0.5092372953964286,0.4883652295707788,0.46995807640896053,0.48422363202088575,0.5199057997048468,0.5707953103365824,0.6232690485491468,0.6832167159991667,0.7163581994456933,0.7553510348832434,0.7277789955453776,0.681442994049994,0.6134767353734404,0.5473717045983997,0.46063256547551096,0.3843286736477269,0.3268468516239449,0.27549959741207847,0.23608339211754856,0.21300880303597447,0.20304597810461827,0.20305679059471832,0.20305635501358044,0.2010264212247995,0.19689024132199118,0.1904556904753679,0.1807526531769012,0.17146151273836832,0.16318437713045963,0.1586521488616299,0.15532721451428694,0.15160267196296645,0.15285106789223923,0.15068210601485652,0.1500426780458473,0.14830176822695756,0.14674670363275405,0.14614973023109812,0.15111381656084918,0.15471080720514013,0.16407501666033028,0.17634484529877262,0.1898049297693334,0.2061870906876421,0.22516814673057134,0.2415422039329245,0.252130438617969,0.2616388824923848,0.2888634194378512,0.3489208680382165,0.44823012426843856,0.5730525229675361,0.83022783750523,1.1622707824827954,1.5110684041301379,1.8507924203541464,1.7950157501267723,1.6892120615123687,1.677509623242447,1.429045719375264
